"Dam_Name","Longitude","Latitude","River","Dam_Height_ft","Year_Built","Removed","Unique_ID","Geoid"
"Dam Lake Norconian South",-117.572,33.922,"WEST NORCO CHANNEL",15,1928,0,1489,"06065046601"
"West Side Detention Dike No. 4",-116.277596535,33.6330298757,"WHITEWATER RIVER OS",48,1968,0,1490,"06065045125"
"Senator Wash - North Dike",-114.4847,32.9163,"SENATOR WASH - OFFSTREAM",64,1966,0,1491,"06025012400"
"Folsom - Mormon Island Auxiliary Dam",-121.1169,38.6997,"BLUE RAVINE",110,1955,0,1492,"06067008501"
"Pond 11",-122.094444,37.316389,"",80,NA,0,1493,"06085511707"
"Rhinedollar",-119.2326,37.9351,"Lee Vining Creek              ",18,1927,0,1494,"06051000102"
"Tioga Lake Main",-119.2512,37.928,"Glacier Creek                 ",27,1928,0,1495,"06051000102"
"Senator Wash - Squaw Lake Dike",-114.4778,32.9043,"SENATOR WASH - OFFSTREAM",95,1966,0,1496,"06025012400"
"Fresh Water",-117.477222,33.748611,"",17,NA,0,1497,"06065041915"
"Freshwater/Runoff Pond",-121.327778,38.546111,"",20,NA,0,1498,"06067009005"
"Poe",-121.4318,39.8097,"North Fork Feather River      ",80,1958,0,1499,"06007002401"
"Red Bluff Diversion Dike 1",-122.204,40.1559,"SACRAMENTO RIVER",15,1963,0,1500,"06103000100"
"Lower Peak Lake Auxiliary",-120.4386,39.3041,"South Yuba River - Tr         ",7,1860,0,1501,"06061022014"
"Red Bluff Diversion Dike 2",-122.2034,40.1515,"SACRAMENTO RIVER",15,1963,0,1502,"06103000800"
"Malibou Lake Club",-118.7513,34.1045,"Malibu Creek",44,1923,0,1503,"06037800335"
"West Side Detention Dike No. 3",-116.2727059,33.6334860521,"WHITEWATER RIVER OS",22,1970,0,1504,"06065045613"
"Clear Lake Dike 1",-121.1653,41.7982,"LOST RIVER",13,1910,0,1505,"06049000200"
"Lundy Lake",-119.2206,38.0322,"Mill Creek                    ",48,1911,0,1506,"06051000102"
"Folsom Dike 6",-121.171,38.7231,"AMERICAN RIVER",40,1956,0,1507,"06061020601"
"Silt Pond",-118.889722,34.337778,"",80,NA,0,1508,"06111007614"
"Upper Pond",-122.420833,37.685556,"",30,NA,0,1509,"06081600100"
"Sabrina",-118.6115,37.2119,"Middle Fork Bishop Creek      ",70,1908,0,1510,"06027000200"
"Big Santa Anita",-118.0201,34.184,"Tr Rio Hondo",225,1927,0,1511,"06037430301"
"Folsom Dike 7",-121.1421,38.6953,"AMERICAN RIVER",35,1956,0,1512,"06067008501"
"Echo Lake",-120.04474,38.835054,"Echo Creek                    ",12,1992,0,1513,"06017032002"
"Terminal Northeast Auxiliary Dam",-122.1594,38.2216,"GREEN VALLEY OS",28,1959,0,1514,"06095252204"
"Casitas",-119.3353,34.3714,"COYOTE CREEK",334,1959,0,1515,"06111009500"
"Whiskeytown",-122.5395,40.5992,"CLEAR CREEK",263,1963,0,1516,"06089012400"
"Lewiston",-122.793,40.7264,"TRINITY RIVER",73,1963,0,1517,"06105000101"
"Dam Lake Norconian West",-117.574,33.924,"WEST NORCO CHANNEL",20,1928,0,1518,"06065046601"
"Halsey Forebay No. 1",-121.0369,38.9717,"Dry Creek                     ",42,1913,0,1519,"06061021801"
"Lauer",-120.4666,41.65783,"NORTH FORK PIT RIVER",NA,1895,0,1520,"06049000300"
"Folsom",-121.1567,38.7075,"AMERICAN RIVER",275,1956,0,1521,"06067988300"
"Terminal",-122.1586,38.2191,"GREEN VALLEY OS",24,1958,0,1522,"06095252204"
"Big Creek Dam No. 4",-119.241445,37.203377,"Big Creek                     ",75,1913,0,1523,"06019006409"
"Buckhorn",-122.7588,40.6247,"GRASS VALLEY CREEK",84,1991,0,1524,"06105000101"
"Lauro",-119.7272,34.4542,"DIABLO CREEK",137,1951,0,1525,"06083000501"
"Balsam Meadow Forebay Dike",-119.25,37.1633,"Balsam Creek                  ",12,NA,0,1526,"06019006409"
"Lake O'Neill Dam",-117.327,33.327,"SANTA MARGARITA RIV OFFSTREAM",14,1883,0,1527,"06073018700"
"Balsam Meadow Forebay Main",-119.2539,37.1629,"Balsam Creek                  ",123,1986,0,1528,"06019006409"
"Martinez",-122.108549738,38.0105929134,"PACHECO CREEK OS, TR SACRAMENTO RIV",44,1947,0,1529,"06013320001"
"Kern River No. 1 Forebay",-118.7754,35.4584,"",10,NA,0,1530,"06029005206"
"Upper Lindsey",-120.6269,39.4125,"Lindsey Creek                 ",8,1870,0,1531,"06057000900"
"Tennessee Valley Dam",-122.5507944,37.84337778,"",30,NA,0,1532,"06041131100"
"San Justo",-121.4475,36.8169,"SAN BENITO RIVER OS",151,1987,0,1533,"06069000200"
"Bayley Reservoir",-120.7305,41.80001,"Crooks Canyon",10,1970,0,1534,"06049000300"
"Coleman",-121.281777787953,36.081694420427,"Coleman Creek",27,1965,0,1535,"06053011400"
"Shasta",-122.4192,40.7186,"SACRAMENTO RIVER",602,1945,0,1536,"06089012400"
"Orwick Dam (Blm)",-122.17705,40.32499,"NONE",NA,1950,0,1537,"06103000100"
"Engineer",-121.237572887912,36.0154600348323,"Sulfur Spring Creek",20,1964,0,1538,"06053011400"
"Hughes",-121.219534948468,35.8914326783269,"Aqua Frias Creek",37,1966,0,1539,"06053011400"
"Lower Blackwelder Dam",-121.3833313,39.13499832,"HUTCHINSON CREEK",10,1955,0,1540,"06115040902"
"Ortega",-119.5922,34.4318,"SANTA YNEZ RIVER OS, PICAY CREEK",119,1956,0,1541,"06083001706"
"Little Panoche Detention",-120.7971,36.7835,"LITTLE PANOCHE CREEK",151,1966,0,1542,"06019008304"
"Stampede",-120.1039,39.4751,"LITTLE TRUCKEE RIVER",226,1970,0,1543,"06091010000"
"Courtright",-118.9702,37.0792,"North Fork Kings River        ",315,1958,0,1544,"06019006408"
"Coleman Forebay",-122.114242,40.412841,"South Fork Battle Creek - OS  ",20,1911,0,1545,"06089012603"
"Mad Dog Lake Dam",-121.39153,39.092829,"TR-HUTCHINSON CREEK",12,1962,0,1546,"06115040902"
"Lyons",-120.1674,38.0941,"South Fork Stanislaus River   ",132,1930,0,1547,"06109002102"
"Salt Springs",-120.2155,38.4983,"North Fork Mokelumne River    ",328,1931,0,1548,"06009000504"
"Rio Bravo Canal                                                  ",-118.8075,35.4338,"",1,1988,0,1549,"06029005104"
"Funks",-122.2885,39.3292,"FUNKS CREEK",80,1975,0,1550,"06011000400"
"Twitchell",-120.324,34.9862,"CUYAMA RIVER",241,1958,0,1551,"06083002006"
"B. F. Sisk",-121.0745,37.0582,"SAN LUIS CREEK",305,1967,0,1552,"06047002100"
"Rocky Oaks Dam",-118.8133,34.09833,"",22,NA,0,1553,"06037800335"
"Big Creek Dam No. 3a",-119.234993,37.225328,"Big Creek                     ",29,1917,0,1554,"06019006409"
"Chicago Park Forebay",-120.8835,39.183,"Chicago Park Conduit          ",60,1966,0,1555,"06057000701"
"Carpinteria",-119.4866,34.4066,"CARPINTERIA CREEK OS",31,1953,0,1556,"06083001706"
"Pulgas Lake Dam",-117.4378,33.3437,"PIEDRA DE LUBRE CREEK  ",42,1953,0,1557,"06073018700"
"Gasburg Creek Dike",-120.4387,37.6937,"Tuolumne River                ",75,1971,0,1558,"06109005201"
"Round Corral Dam (Blm)",-120.02028,40.89253,"1.4 SQ. MI.",NA,1977,0,1559,"06035040100"
"Senator Wash",-114.4783,32.91,"SENATOR WASH",84,1966,0,1560,"06025012400"
"Putah Diversion",-122.0047,38.4937,"PUTAH CREEK",16,1957,0,1561,"06113011301"
"Boca",-120.0955,39.3901,"LITTLE TRUCKEE RIVER",116,1939,0,1562,"06057000900"
"Frisky Lake Dam",-121.3600006,39.17833328,"TR-HUTCHINSON CREEK LAKE",17,1961,0,1563,"06115040901"
"Contra Loma",-121.8244,37.9772,"SAN JOAQ RIVER OS",82,1967,0,1564,"06013355107"
"Keswick",-122.4454,40.612,"SACRAMENTO RIVER",157,1949,0,1565,"06089010702"
"Eagle Canyon Canal Diversion",-121.9206,40.4233,"North Fork Battle Creek       ",11,1910,0,1566,"06103000100"
"Shaver Lake",-119.302924,37.144295,"Stevenson Creek               ",180,1927,0,1567,"06019006409"
"Wishon Main",-118.9684,37.0042,"North Fork Kings River        ",260,1958,0,1568,"06019006408"
"Snowstorm Dam (Blm)",-120.4467,40.66,"3.2 SQ. MI.",NA,1950,0,1569,"06035040100"
"O'Neill Forebay",-121.042,37.0881,"SAN LUIS CREEK",88,1967,0,1570,"06047002100"
"Caples Lake Auxiliary",-120.064626,38.703329,"Caples Creek                  ",34,1922,0,1571,"06003010000"
"Small Arms Range Lake Dam",-121.375966,39.11494,"TR-HUTCHINSON CREEK",12,1962,0,1572,"06115040902"
"Nelson Corral Dam (Blm)",-120.54944,41.11396,"DRY CREEK",NA,1980,0,1573,"06035040100"
"Manzanita Lake Dam",-121.571234,40.536542,"Manzanita Creek",13,1911,0,1574,"06089012603"
"Grizzly Forebay",-121.2917,39.8915,"Grizzly Creek                 ",98,1928,0,1575,"06063000202"
"Miller Lake Dam",-121.3966675,39.16999817,"REEDS CREEK",25,1955,0,1576,"06115040902"
"Hagmaier South",-122.727,37.9738599999999,"OLEMA CREEK",25,1944,0,1577,"06041132200"
"Klau Dam (Blm)",-120.89631,35.61976,"NO NAME",NA,1961,0,1578,"06079010016"
"Lake Tahoe",-120.144,39.1671,"TRUCKEE RIVER",18,1913,0,1579,"06061022200"
"Prosser Creek",-120.1386,39.3789,"PROSSER CREEK",133,1962,0,1580,"06057001205"
"Big Creek Dam No. 5",-119.3078,37.2003,"Big Creek                     ",60,1921,0,1581,"06019006409"
"Warren H. Brock Reservoir Dikes",-115.031945533,32.7099388154,"OFFSTREAM",14,2010,0,1582,"06025012400"
"Rainbow Diversion",-122.6045,39.3706,"STONEY CREEK",54,1913,0,1583,"06011000400"
"Clear Lake",-121.0757,41.9257,"LOST RIVER",42,1910,0,1584,"06049000300"
"Los Banos Creek Detention Dam",-120.9322,36.9919,"LOS BANOS CREEK",167,1965,0,1585,"06047002100"
"West Side Detention Dike No. 2",-116.277490448,33.6349712775,"WHITEWATER RIVER OS",37,1968,0,1586,"06065045613"
"Stony Gorge",-122.5325,39.5864,"STONY CREEK",119,1928,0,1587,"06021010300"
"Upper Franklin Dam",-118.410852,34.119386,"",40,1915,0,1588,"06037261104"
"Case Springs Dam",-117.422,33.45,"TR-SAN ONOFRE CREEK",51,1900,0,1589,"06073018700"
"Sycamore Reservoir",-121.14826446399,35.8516096696257,"Nacimiento River",25,1961,0,1590,"06053011400"
"El Piojo",-121.173445042222,35.8769060019403,"El Piojo River",20,1961,0,1591,"06053011400"
"Glen Anne",-119.8802,34.4714,"W FORK GLEN ANNE CANYON CREEK",135,1952,0,1592,"06083002907"
"Lower Bear",-120.255375,38.537811,"Bear River                    ",245,1952,0,1593,"06005000102"
"Pit No. 3 Diversion",-121.675562,41.021552,"Pit River                     ",135,1925,0,1594,"06089012701"
"Philbrook Main",-121.4742,40.031,"Philbrook Creek               ",87,1926,0,1595,"06007001704"
"Bucks Lake",-121.2034,39.8958,"Brush Creek                   ",123,1928,0,1596,"06063000202"
"Cedar Lake",-116.9403,34.2312,"Talmadge Creek",28,1928,0,1597,"06071011500"
"Lower Biscar Dam (Blm)",-120.33143,40.54551,"SNOWSTORM CREEK",NA,1977,0,1598,"06035040100"
"Bradbury",-119.9815,34.5872,"SANTA YNEZ RIVER",279,1953,0,1599,"06083001800"
"New Melones",-120.524,37.9491,"STANISLAUS RIVER",578,1979,0,1600,"06009000124"
"Spring Creek Debris",-122.474,40.6296,"SPRING CREEK",196,1964,0,1601,"06089012400"
"Pit No. 7 Diversion",-121.9903,40.8481,"Pit River                     ",228,1965,0,1602,"06089012606"
"Antelope Reservoir Dam (Blm)",-121.40148,40.88168,"NO NAME",NA,NA,0,1603,"06089012702"
"Nimbus",-121.2197,38.6362,"AMERICAN RIVER",87,1955,0,1604,"06067008703"
"Hendricks Head",-121.531917,39.93802,"West Branch Feather River     ",15,1907,0,1605,"06007001704"
"Monticello",-122.1043,38.5134,"PUTAH CREEK",255,1957,0,1606,"06055201800"
"Rio Bravo Diversion",-118.8032,35.4392,"Kern River                    ",28,1989,0,1607,"06029005104"
"Lake Loveland",-116.794,32.7808,"Sweetwater Rv",203,1945,0,1608,"06073021204"
"Drum Afterbay",-120.775,39.2544,"Bear River                    ",102,1968,0,1609,"06061022013"
"Milpitas",-121.303681628778,36.0698476061224,"San Antonio River",22,1960,0,1610,"06053011400"
"Lower Stoney Valley",-121.27774592489,35.9569696895778,"Stoney Creek",33,1972,0,1611,"06053011400"
"Trinity",-122.7622,40.8011,"TRINITY RIVER",458,1962,0,1612,"06105000101"
"Friant",-119.7053,37.0004,"SAN JOAQUIN RIVER",299,1942,0,1613,"06039000102"
"Red Bluff Diversion",-122.202373053,40.1535191992,"SACRAMENTO RIVER",52,1963,0,1614,"06103000100"
"Mammoth Pool",-119.3172,37.3231,"San Joaquin River             ",411,1960,0,1615,"06039000102"
"Vassar Lake Dam",-121.343914,39.082576,"TR-DRY CREEK",25,1962,0,1616,"06115040902"
"Imperial Diversion",-114.467,32.8833,"COLORADO RIVER",85,1937,0,1617,"06025012400"
"East Park",-122.5134,39.3614,"LITTLE STONY CREEK",139,1910,0,1618,"06011000400"
"Dorris Dam ",-120.489365,41.488087,"STOCKDILL SLOUGH",25,1930,0,1619,"06049000300"
"Mill Pond",-122.761,37.9979,"",21,1956,0,1620,"06041132200"
"Bear Gulch Dam",-121.187368,36.472773,"Chalone Creek",44,1934,0,1621,"06069000802"
"Wise Forebay",-121.085,38.9118,"Auburn Ravine                 ",20,1913,0,1622,"06061021501"
"Upper Blackwelder Dam",-121.3833313,39.15833282,"HUTCHINSON CREEK",14,1955,0,1623,"06115040901"
"Home Ranch Dam",-122.904558,38.074185,"Home Ranch Creek",23,1954,0,1624,"06041132200"
"Pit No. 4 Diversion",-121.768923,40.988115,"Pit River                     ",110,1927,0,1625,"06089012701"
"Utica Main",-120.0033,38.4402,"North Fork Stanislaus River  -",59,1903,0,1626,"06003010000"
"Copco No 1",-122.334411,41.979493,"Klamath River                 ",230,1922,0,1627,"06093000300"
"Balch Diversion",-119.022783,36.919573,"North Fork Kings River        ",135,1927,0,1628,"06019006408"
"Mcginty",-120.5181,41.7986,"",23,1970,0,1629,"06049000300"
"Wishon Auxiliary No. 1",-118.971,37.006,"North Fork Kings River        ",26,1958,0,1630,"06019006408"
"Rock Creek",-121.2834,39.9866,"North Fork Feather River      ",126,1950,0,1631,"06063000400"
"Balch Afterbay",-119.092466,36.909065,"North Fork Kings River        ",165,1928,0,1632,"06019006408"
"Big Creek Dam No. 2",-119.2242,37.228826,"Big Creek                     ",120,1917,0,1633,"06019006409"
"Cresta",-121.3735,39.876,"North Fork Feather River      ",113,1949,0,1634,"06063000400"
"Bowman Arch",-120.654,39.4436,"Canyon Creek                  ",105,1927,0,1635,"06057000900"
"Ski",-122.5264,38.3952,"Calabazas Creek",22,NA,0,1636,"06097150502"
"Big Creek Dam No. 7",-119.4513,37.1448,"San Joaquin River             ",250,1951,0,1637,"06039000102"
"Pilgrim Creek Lake Dam",-117.303,33.277,"PILGRIM CREEK",14,1973,0,1638,"06073018700"
"Big Creek Dam No. 6",-119.330368,37.207483,"San Joaquin River             ",155,1923,0,1639,"06039000102"
"Big Creek Dam No. 3",-119.235424,37.227503,"Big Creek                     ",165,1913,0,1640,"06019006409"
"Tioga Lake Auxiliary",-119.2529,37.9286,"Glacier Creek                 ",19,1928,0,1641,"06051000102"
"Hooper No. 2",-123.0319,38.964,"Tr Mcdowell Creek",13,NA,0,1642,"06045011800"
"Big Tujunga No. 1",-118.1885,34.2947,"Big Tujunga Cr",220,1931,0,1643,"06037930400"
"Hooper No. 1",-123.0366,38.9585,"Tr Mcdowell Creek",13,NA,0,1644,"06045011800"
"Upper Biscar Dam (Blm)",-120.34236,40.55449,"59.0 SQ.MI.",NA,2006,0,1645,"06035040100"
"Lake Spaulding No. 1",-120.6431,39.3271,"South Yuba River              ",276,1912,0,1646,"06057000900"
"Prado Dam - California Institute for Women Dike ",-117.6412,33.9488,"",32,2017,0,1647,"06071001907"
"Big Creek Dam No. 1",-119.21247,37.234255,"Big Creek                     ",170,1917,0,1648,"06019006409"
"Richard L. Schafer Dam - Frazier Dike",-118.943659612,36.103526699,"Tule River",42,1961,0,1649,"06107003902"
"Prado Dam - Corona Sewage Treatment Dike",-117.610312,33.8940010000001,"SANTA ANA RIVER",NA,1941,0,1650,"06065041500"
"Salinas Dam",-120.50272905,35.337156006,"SALINAS RIVER",135,1941,0,1651,"06079012708"
"Owens Dam",-120.186343885,37.314644011,"OWENS CREEK",72,1949,0,1652,"06043000102"
"Mojave River Dam - Saddle Dike 1",-117.244098613,34.3441329520001,"WEST FORK MOJAVE RIVER",200,1971,0,1653,"06071010024"
"Brea Dam - Saddle Dike 1",-117.927467,33.9023240000001,"BREA CREEK",87,1942,0,1654,"06059001603"
"Prado Dam - Corona National Housing Dike",-117.589372,33.9026850000001,"SANTA ANA RIVER",NA,1941,0,1655,"06065040807"
"Terminus Dam - Hotel Dike",-118.925983,36.4155170000001,"Kaweah River",18,2005,0,1656,"06107000102"
"Fullerton Dam",-117.885870054,33.896482802,"EAST FULLERTON CREEK",46,1941,0,1657,"06059001505"
"Richard L. Schafer Dam",-118.919339814,36.0606705800001,"TULE RIVER",98,1961,0,1658,"06107003902"
"Bear Dam",-120.228013819,37.368338641,"BEAR CREEK",85,1954,0,1659,"06043000102"
"New Hogan Dam",-120.813699019,38.1510410590001,"CALAVERAS RIVER",155,1963,0,1660,"06009000221"
"Brea Dam",-117.925,33.89167,"BREA CREEK",87,1942,0,1661,"06059001603"
"Harry L. Englebright Dam",-121.269284623,39.240005544,"YUBA RIVER",242,1941,0,1662,"06115041002"
"Hidden Dam",-119.884579979,37.1106616340001,"FRESNO RIVER",140,1975,0,1663,"06039000109"
"Burns Dam",-120.275432349,37.3768739390001,"BURNS CREEK",65,1950,0,1664,"06047001901"
"San Antonio Dam",-117.67707075,34.1573003450001,"SAN ANTONIO CREEK",160,1956,0,1665,"06071000804"
"Buchanan Dam",-119.984533862,37.2171285000001,"CHOWCHILLA RIVER",179,1975,0,1666,"06039000109"
"North Fork Dam",-121.024664743,38.9365461900001,"NORTH FORK AMERICAN RIVER",143,1939,0,1667,"06061020200"
"Pine Flat Dam",-119.325613816,36.83265291,"KINGS RIVER",412,1954,0,1668,"06019006407"
"Mariposa Dam",-120.147892286,37.291179304,"MARIPOSA CREEK",NA,1948,0,1669,"06043000102"
"Warm Springs Dam",-123.009619915,38.718423731,"DRY CREEK",319,1983,0,1670,"06097154202"
"Lopez Dam",-118.410386711,34.304010019,"PACOIMA WASH",50,1954,0,1671,"06037106112"
"Haines Canyon Debris Dam",-118.277270418,34.2604686940001,"HAINES CREEK",70,1938,0,1672,"06037980026"
"Carbon Canyon Dam",-117.840062769,33.914578099,"CARBON CANYON CREEK",99,1961,0,1673,"06059021831"
"Coyote Valley Dam",-123.1833,39.1987990000001,"EAST FORK RUSSIAN RIVER",164,1959,0,1674,"06045011700"
"Hansen Dam",-118.386759104,34.2609810290001,"TUJUNGA WASH",97,1940,0,1675,"06037980021"
"Farmington Dam",-120.934059256,37.9068014100001,"ROCK AND LITTLEJOHN CREEKS",58,1951,0,1676,"06077004800"
"Sepulveda Dam",-118.471773398,34.167963016,"LOS ANGELES RIVER",57,1941,0,1677,"06037980024"
"Santa Fe Dam",-117.9683,34.1133310000001,"SAN GABRIEL RIVER",92,1949,0,1678,"06037404600"
"Prado Dam",-117.642110665,33.889999,"SANTA ANA RIVER",106,1941,0,1679,"06065041500"
"Martis Creek Dam",-120.114789396,39.3272337080001,"MARTIS CREEK",93,1972,0,1680,"06057001205"
"Mojave River Dam",-117.234683543,34.343629423,"WEST FORK MOJAVE RIVER",200,1971,0,1681,"06071011102"
"Black Butte Dam",-122.336675747,39.8162868690001,"Stony Creek",140,1963,0,1682,"06103000300"
"Whittier Narrows Dam",-118.054965372,34.0208974300001,"SAN GABRIEL RIVER",56,1957,0,1683,"06037500403"
